carat,cut,color,clarity,depth,table,price,x,y,z
0.54,Premium,F,SI2,60.0,60.0,1240,5.27,5.22,3.24
0.33,Premium,F,VS2,62.4,58.0,666,4.37,4.41,2.74
0.59,Ideal,F,VVS2,61.7,56.0,2551,5.38,5.41,3.33
0.95,Premium,G,SI2,59.5,56.0,3724,6.41,6.36,3.8
0.31,Good,E,IF,57.7,55.0,912,4.51,4.6,2.63
1.18,Very Good,E,I1,63.3,57.0,3965,6.7,6.64,4.22
0.56,Very Good,F,SI1,62.9,56.0,1436,5.25,5.27,3.31
0.53,Good,G,SI1,63.8,56.0,1363,5.18,5.14,3.29
1.33,Very Good,G,SI2,62.0,59.0,6603,7.1,7.04,4.38
1.01,Good,I,SI1,61.7,58.0,4171,6.33,6.4,3.93
0.32,Ideal,F,IF,60.9,57.0,943,4.42,4.45,2.7
1.01,Very Good,G,VVS2,62.5,54.0,7137,6.38,6.41,4.0
0.55,Ideal,F,VVS2,62.0,55.0,2268,5.26,5.29,3.27
0.42,Very Good,E,SI1,62.3,58.0,773,4.76,4.81,2.98
0.42,Good,F,SI1,63.6,57.0,926,4.76,4.7,3.01
1.02,Very Good,E,VVS1,62.2,57.0,10672,6.4,6.59,4.04
1.0,Premium,F,VVS2,60.6,54.0,8924,6.56,6.52,3.96
0.76,Ideal,G,VS1,59.4,57.0,2972,5.99,6.03,3.57
0.38,Very Good,E,IF,59.5,57.0,1421,4.77,4.84,2.86
0.27,Very Good,F,VS2,58.7,58.0,470,4.25,4.3,2.51
0.56,Ideal,H,VS1,61.8,55.0,1770,5.29,5.33,3.28
0.3,Ideal,I,VS1,62.6,54.0,518,4.24,4.29,2.67
1.08,Ideal,I,SI1,62.6,54.0,5141,6.56,6.51,4.09
0.78,Very Good,H,SI2,63.5,56.0,2265,5.82,5.86,3.71
1.99,Fair,H,VS2,60.5,63.0,17713,8.2,8.11,4.93
0.77,Ideal,H,SI2,60.8,57.0,2302,5.96,5.89,3.6
0.33,Premium,F,SI1,59.9,61.0,705,4.47,4.44,2.67
1.0,Premium,E,VS2,62.7,59.0,6600,6.31,6.38,3.98
1.7,Premium,G,SI2,62.0,57.0,11043,7.72,7.63,4.76
1.0,Very Good,D,SI1,62.3,59.0,5342,6.26,6.29,3.91
1.11,Ideal,H,VVS2,61.2,56.0,7136,6.74,6.7,4.11
2.09,Premium,J,VS1,61.2,59.0,15035,8.22,8.31,5.06
0.37,Ideal,G,VS2,61.5,56.0,649,4.59,4.64,2.84
0.41,Premium,G,VS1,60.5,58.0,961,4.8,4.76,2.89
0.57,Ideal,F,VS2,62.3,55.0,1637,5.3,5.36,3.32
1.23,Very Good,G,VVS2,60.6,55.0,10004,6.93,7.02,4.23
0.55,Premium,I,VVS1,61.3,59.0,1593,5.27,5.3,3.24
0.55,Premium,H,VS2,62.1,58.0,1363,5.24,5.29,3.27
0.9,Very Good,E,SI1,62.3,61.0,3868,6.12,6.17,3.83
1.5,Good,H,SI1,64.9,57.0,8112,7.08,7.15,4.62
0.4,Ideal,H,VVS2,62.2,56.0,1125,4.75,4.7,2.94
0.42,Ideal,I,VVS1,62.4,57.0,945,4.83,4.79,3.0
1.04,Very Good,F,SI2,63.2,58.0,4013,6.39,6.34,4.02
0.55,Ideal,G,VS1,60.9,55.0,1991,5.34,5.37,3.26
0.95,Very Good,I,SI1,61.0,61.0,3544,6.29,6.37,3.86
0.3,Premium,G,IF,58.4,62.0,1071,4.43,4.4,2.58
0.5,Premium,E,VS2,60.6,59.0,1654,5.17,5.06,3.1
1.21,Very Good,G,SI2,58.9,61.0,4887,6.91,6.98,4.09
0.3,Ideal,G,VVS1,61.7,57.0,684,4.31,4.34,2.67
0.71,Ideal,G,VS1,62.4,57.0,2950,5.68,5.73,3.56
1.52,Premium,G,VS2,62.9,60.0,12148,7.31,7.28,4.59
0.9,Very Good,E,SI2,61.6,59.0,3924,6.18,6.26,3.83
0.5,Very Good,E,SI2,61.5,58.0,1077,5.03,5.09,3.11
0.32,Good,H,SI2,63.8,56.0,517,4.38,4.36,2.79
0.33,Very Good,G,VVS1,61.8,55.0,795,4.44,4.48,2.76
1.72,Premium,H,SI1,62.2,59.0,9551,7.62,7.55,4.72
0.9,Very Good,J,SI1,63.6,57.0,3225,6.07,6.1,3.87
1.25,Premium,I,VS2,61.2,58.0,6300,6.94,6.89,4.23
1.12,Premium,H,SI2,61.0,59.0,4077,6.72,6.66,4.08
1.01,Premium,H,SI2,60.9,59.0,3394,6.42,6.35,3.89
0.4,Ideal,G,VS1,61.8,57.0,868,4.73,4.75,2.93
1.13,Ideal,F,VS2,62.1,56.0,7369,6.65,6.71,4.15
1.52,Premium,J,VS1,61.2,59.0,8216,7.36,7.39,4.51
0.53,Premium,D,SI1,61.4,58.0,1566,5.19,5.23,3.2
1.01,Premium,G,SI2,62.7,58.0,4327,6.44,6.38,4.02
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57
1.25,Premium,E,SI1,60.9,59.0,7260,6.98,7.02,4.26
1.2,Very Good,F,VS2,61.8,58.0,9007,6.75,6.78,4.18
0.44,Very Good,F,SI2,61.9,59.0,711,4.85,4.9,3.02
0.7,Premium,E,SI1,61.0,57.0,2777,5.73,5.68,3.48
2.06,Ideal,J,SI2,61.9,55.0,11337,8.23,8.19,5.08
0.4,Ideal,F,SI1,62.1,57.0,882,4.69,4.65,2.9
1.2,Very Good,F,VS2,62.4,58.0,8829,6.75,6.81,4.23
0.9,Good,H,VS2,63.1,60.0,3989,6.08,6.12,3.85
0.71,Ideal,I,VVS2,61.6,56.0,2145,5.72,5.8,3.56
0.71,Ideal,E,VS2,61.6,56.0,3553,5.73,5.77,3.54
1.12,Very Good,E,SI1,58.8,61.0,5447,6.74,6.8,3.98
0.74,Ideal,F,SI2,61.6,55.0,2410,5.81,5.87,3.6
1.13,Fair,F,VS1,64.5,55.0,7335,6.62,6.56,4.25
1.01,Very Good,H,VS1,64.0,54.0,5305,6.3,6.38,4.06
0.5,Ideal,G,VS2,62.2,54.1,1601,5.07,5.12,3.17
0.37,Premium,H,VVS2,61.3,58.0,746,4.6,4.63,2.83
1.5,Very Good,I,VS2,62.2,59.0,9611,7.34,7.3,4.55
1.34,Ideal,H,IF,60.9,57.0,11109,7.09,7.19,4.35
1.01,Premium,G,VS2,60.9,55.0,5288,6.5,6.48,3.95
0.36,Ideal,J,SI1,61.6,56.0,597,4.61,4.58,2.83
1.0,Very Good,I,SI2,58.3,63.0,3360,6.53,6.5,3.8
2.13,Ideal,I,SI2,62.6,56.0,12356,8.21,8.14,5.12
1.22,Premium,I,SI2,62.3,58.0,4831,6.8,6.85,4.25
0.57,Ideal,F,VS2,61.7,57.0,1847,5.36,5.33,3.3
1.02,Very Good,E,SI2,63.0,57.0,4398,6.39,6.44,4.04
0.31,Premium,I,VVS1,61.0,58.0,571,4.33,4.39,2.66
1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15
0.71,Ideal,I,VVS1,61.2,57.0,2450,5.79,5.76,3.53
0.42,Premium,G,VS1,59.4,59.0,984,4.9,4.86,2.9
1.16,Premium,F,VS2,62.7,58.0,7003,6.71,6.65,4.19
1.2,Very Good,J,SI1,62.5,58.0,5082,6.74,6.79,4.23
0.32,Ideal,D,SI1,59.3,55.0,589,4.51,4.53,2.68
1.61,Very Good,E,SI2,63.0,59.9,10891,7.42,7.45,4.68
1.04,Premium,F,SI1,61.5,59.0,5504,6.54,6.46,4.0
0.36,Ideal,E,VS2,61.1,56.0,789,4.6,4.63,2.82
0.32,Ideal,E,VVS2,62.4,56.0,864,4.39,4.43,2.75
0.39,Premium,E,VS2,62.5,60.0,951,4.67,4.64,2.91
0.82,Premium,I,SI1,62.6,57.0,2405,5.98,5.94,3.73
1.02,Very Good,F,VVS2,60.9,56.0,9205,6.44,6.5,3.94
0.33,Premium,I,VVS2,61.0,59.0,743,4.44,4.41,2.7
2.15,Premium,G,SI2,59.7,60.0,13317,8.4,8.37,5.01
0.92,Premium,F,SI2,58.9,59.0,3282,6.38,6.35,3.75
0.47,Fair,E,VS2,56.3,64.0,1075,5.19,5.14,2.91
0.54,Good,D,SI1,63.2,55.0,1551,5.17,5.21,3.28
0.3,Ideal,F,IF,62.3,55.0,886,4.29,4.31,2.68
0.31,Ideal,F,VVS1,61.9,53.5,882,4.36,4.39,2.71
0.23,Very Good,D,VS1,61.9,58.0,402,3.92,3.96,2.44
0.31,Premium,H,VS2,62.7,59.0,489,4.29,4.32,2.7
0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7
0.7,Very Good,E,IF,60.3,59.0,4679,5.72,5.76,3.46
0.99,Ideal,F,SI1,62.8,57.0,5728,6.3,6.38,3.98
0.71,Very Good,D,VS2,63.0,57.0,3033,5.67,5.7,3.58
0.55,Premium,F,VS1,61.0,59.0,1755,5.26,5.29,3.22
0.51,Ideal,D,VS2,62.2,58.0,1678,5.1,5.12,3.18
1.31,Ideal,H,VS1,62.4,56.0,8392,7.0,6.98,4.36
1.04,Ideal,H,SI2,59.6,56.0,4077,6.64,6.59,3.94
0.32,Premium,H,VS2,61.4,60.0,648,4.41,4.39,2.7
1.2,Very Good,H,SI1,62.8,58.0,5567,6.73,6.8,4.25
1.51,Premium,G,SI1,58.7,60.0,10020,7.55,7.48,4.41
0.3,Very Good,E,VS1,61.5,57.0,578,4.28,4.31,2.64
0.73,Good,I,VS2,63.7,58.0,2144,5.69,5.64,3.61
0.5,Ideal,F,VVS2,62.0,53.6,2025,5.09,5.13,3.18
1.19,Ideal,E,SI2,60.2,57.0,5822,6.87,6.84,4.13
0.46,Ideal,I,IF,62.2,55.0,1192,4.94,4.97,3.08
1.02,Fair,H,SI1,56.9,58.0,4935,6.64,6.75,3.81
0.32,Very Good,E,VS2,61.6,58.0,594,4.4,4.47,2.73
0.79,Ideal,G,SI1,60.3,60.0,2907,5.98,6.02,3.62
1.32,Premium,H,SI1,61.5,61.0,7163,7.05,6.97,4.31
0.42,Ideal,F,VS1,61.6,56.0,1082,4.82,4.8,2.96
0.3,Premium,H,VS1,61.3,58.0,675,4.32,4.29,2.64
0.4,Premium,I,SI2,60.5,58.0,702,4.82,4.76,2.9
0.3,Ideal,E,VVS1,62.5,57.0,862,4.27,4.3,2.68
0.44,Ideal,G,VVS1,62.0,54.0,1160,4.89,4.91,3.04
0.55,Premium,F,VS2,62.5,58.0,2376,5.25,5.22,3.27
0.71,Premium,F,SI1,58.5,59.0,2345,5.87,5.82,3.42
1.2,Premium,H,SI1,61.8,58.0,5669,6.8,6.72,4.18
1.5,Premium,E,VS2,62.1,60.0,14386,7.31,7.27,4.53
1.41,Good,G,SI1,63.7,57.0,7738,7.13,7.03,4.51
0.38,Very Good,E,VS1,58.1,59.0,1083,4.78,4.82,2.79
1.8,Ideal,D,SI2,62.9,54.0,7862,7.77,7.74,4.88
0.38,Premium,J,VS1,62.1,60.0,600,4.6,4.64,2.87
0.43,Ideal,E,SI2,61.9,57.0,919,4.86,4.83,3.0
0.74,Premium,F,SI1,62.3,61.0,2723,5.8,5.76,3.6
1.04,Premium,H,VS1,59.7,59.0,5882,6.64,6.59,3.95
0.32,Premium,D,VS2,60.3,60.0,758,4.42,4.44,2.67
1.3,Ideal,G,VS2,61.9,55.0,9225,7.04,7.01,4.35
1.01,Fair,E,SI1,64.8,58.0,4480,6.34,6.29,4.09
0.33,Very Good,F,VVS1,63.3,57.0,980,4.44,4.38,2.79
0.32,Premium,G,VS2,61.9,58.0,720,4.43,4.36,2.72
1.01,Premium,H,I1,58.4,60.0,2206,6.53,6.48,3.8
0.31,Ideal,F,VS2,62.7,57.0,802,4.34,4.3,2.71
0.5,Very Good,E,VS2,62.1,62.0,1451,5.08,5.1,3.16
1.11,Ideal,G,SI2,61.9,55.0,4185,6.65,6.6,4.1
0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
0.52,Fair,E,VVS2,57.2,64.0,2079,5.27,5.36,3.04
0.79,Premium,J,SI1,58.8,62.0,1924,6.03,6.01,3.54
2.01,Premium,H,SI1,60.6,59.0,13387,8.23,8.17,4.97
1.02,Ideal,J,VS2,62.0,56.0,4485,6.42,6.45,3.99
1.22,Ideal,I,SI1,62.3,58.0,6398,6.8,6.82,4.24
0.37,Ideal,I,SI1,60.7,60.0,532,4.6,4.62,2.8
0.92,Very Good,I,SI1,63.7,58.0,3345,6.12,6.18,3.92
0.61,Good,I,VS2,63.4,55.0,1303,5.42,5.46,3.45
1.19,Very Good,E,SI1,58.0,63.0,5956,6.9,6.97,4.02
2.01,Good,I,VS2,59.9,65.0,15587,8.14,8.19,4.89
0.3,Ideal,D,SI1,61.8,56.0,508,4.31,4.33,2.67
1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0
0.81,Good,F,SI1,64.3,53.0,2718,5.91,5.97,3.81
0.33,Ideal,H,VVS2,60.9,57.0,666,4.48,4.52,2.74
0.9,Good,E,SI2,63.4,60.0,3401,6.02,6.07,3.83
0.5,Very Good,F,SI2,63.5,58.0,1094,5.03,4.98,3.18
0.56,Ideal,G,VS1,60.7,57.0,1682,5.27,5.34,3.22
1.5,Ideal,I,VS1,62.2,54.0,10406,7.33,7.4,4.57
1.08,Ideal,G,VS2,61.3,56.0,6706,6.62,6.59,4.05
1.0,Good,G,VS2,59.3,61.0,5766,6.51,6.57,3.88
0.36,Ideal,D,SI1,61.6,56.0,801,4.59,4.6,2.83
0.36,Ideal,E,VS1,62.7,57.0,933,4.58,4.55,2.86
0.56,Ideal,E,SI2,61.9,55.0,1296,5.32,5.34,3.3
0.7,Very Good,F,SI1,59.1,59.0,2278,5.76,5.91,3.45
0.3,Ideal,D,SI2,61.1,55.0,447,4.32,4.35,2.65
1.01,Premium,F,VS2,61.7,58.0,7240,6.47,6.43,3.98
1.01,Very Good,E,VS2,63.5,58.0,6787,6.36,6.34,4.03
0.45,Ideal,I,VS2,61.3,55.0,748,4.92,4.96,3.03
1.18,Ideal,G,VVS2,61.3,55.0,10308,6.86,6.81,4.19
1.3,Premium,I,VS1,62.2,59.0,6806,6.91,6.97,4.32
0.4,Premium,F,VS2,61.0,58.0,842,4.72,4.79,2.9
0.3,Premium,E,VS2,62.5,59.0,844,4.3,4.27,2.68
0.3,Ideal,G,VVS2,61.8,54.0,665,4.33,4.34,2.68
1.02,Very Good,E,SI2,58.7,63.0,4414,6.61,6.55,3.86
0.55,Premium,D,SI1,60.5,60.0,1698,5.3,5.27,3.2
0.39,Premium,G,VS2,60.4,61.0,942,4.73,4.71,2.85
1.01,Premium,E,VS1,62.0,59.0,7964,6.42,6.38,3.97
0.7,Very Good,G,SI1,63.0,59.0,2276,5.64,5.67,3.56
0.32,Premium,G,VS2,61.5,60.0,561,4.4,4.42,2.71
1.01,Premium,F,SI1,58.5,60.0,4989,6.6,6.57,3.85
0.7,Premium,G,SI1,60.3,58.0,2170,5.73,5.77,3.47
0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58
0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99
1.0,Good,I,VS1,63.9,56.0,4581,6.37,6.18,4.01
1.67,Very Good,I,VS1,61.6,59.1,11867,7.61,7.64,4.7
0.56,Very Good,E,IF,59.9,60.0,2724,5.31,5.38,3.2
1.02,Good,I,VS1,63.7,58.0,4478,6.33,6.26,4.01
2.06,Good,J,SI1,64.1,56.0,11746,7.97,8.09,5.15
0.54,Ideal,D,VS2,61.1,57.0,1892,5.19,5.29,3.2
0.53,Ideal,D,VS2,60.6,57.0,1857,5.24,5.28,3.19
0.81,Premium,D,SI1,62.4,59.0,3266,5.96,5.89,3.7
1.51,Very Good,F,VVS2,63.1,56.0,17317,7.32,7.26,4.6
2.0,Ideal,F,I1,60.3,56.0,10494,8.16,8.27,4.94
0.4,Premium,F,VS1,60.3,60.0,982,4.77,4.81,2.89
0.42,Very Good,D,VVS1,61.4,55.0,1197,4.82,4.86,2.97
0.72,Ideal,E,SI1,62.1,57.0,2608,5.71,5.75,3.56
0.67,Good,G,VS2,63.8,60.0,1990,5.5,5.47,3.5
1.01,Ideal,G,VVS2,62.5,56.0,7941,6.38,6.41,4.0
0.91,Premium,E,SI1,62.2,58.0,3665,6.29,6.18,3.86
1.59,Ideal,I,VS2,61.7,57.0,10752,7.47,7.52,4.62
0.92,Ideal,I,SI1,62.1,55.0,3610,6.24,6.29,3.89
0.36,Very Good,D,SI1,60.1,57.0,663,4.62,4.66,2.79
0.24,Ideal,F,VS1,61.3,56.0,419,4.0,4.03,2.46
2.1,Very Good,I,VS2,59.4,60.0,17837,8.39,8.47,5.01
1.64,Ideal,H,VS2,60.6,57.0,12561,7.71,7.67,4.66
1.56,Premium,I,VS1,61.7,59.0,9959,7.46,7.41,4.59
0.41,Premium,G,SI1,59.1,58.0,923,4.88,4.83,2.87
1.51,Very Good,I,VS1,61.1,61.0,10215,7.32,7.37,4.49
0.84,Very Good,G,VS2,62.0,56.0,3535,6.07,6.09,3.77
1.0,Premium,G,VS2,61.6,58.0,5940,6.39,6.43,3.95
1.1,Good,F,SI2,60.5,61.0,4674,6.61,6.67,4.02
0.63,Ideal,H,VS1,61.2,57.0,2040,5.5,5.55,3.37
3.01,Fair,I,SI2,65.8,56.0,18242,8.99,8.94,5.9
0.3,Premium,E,VVS2,61.9,59.0,1013,4.32,4.27,2.66
1.04,Ideal,H,SI1,62.3,57.0,5102,6.45,6.48,4.03
1.51,Premium,F,VS2,61.6,58.0,14817,7.35,7.32,4.52
0.81,Very Good,G,SI2,63.2,60.0,2095,5.82,5.79,3.67
0.54,Ideal,F,VS2,61.0,56.0,1615,5.27,5.32,3.23
1.64,Premium,I,SI2,61.3,58.0,8587,7.58,7.62,4.66
0.7,Good,F,SI2,64.1,55.0,1851,5.58,5.52,3.56
1.05,Ideal,F,VS2,59.1,57.0,7697,6.67,6.66,3.94
0.41,Ideal,D,SI1,62.7,56.0,1015,4.78,4.73,2.98
1.0,Fair,E,SI2,65.2,59.0,4516,6.28,6.27,4.09
1.38,Premium,J,SI1,59.0,59.0,5912,7.38,7.32,4.34
0.4,Ideal,E,VVS2,61.7,55.0,1158,4.74,4.76,2.93
0.3,Ideal,E,VS1,61.6,57.0,729,4.3,4.33,2.66
0.41,Very Good,H,SI1,62.8,56.0,683,4.72,4.77,2.98
0.5,Good,G,SI1,63.9,57.0,1286,5.06,5.02,3.22
1.0,Very Good,E,SI2,62.5,55.0,4392,6.38,6.41,4.0
0.35,Ideal,H,VVS1,61.5,57.0,798,4.53,4.54,2.79
0.66,Ideal,H,SI1,62.4,58.0,1609,5.53,5.56,3.46
1.53,Ideal,H,I1,62.3,56.0,6477,7.38,7.34,4.59
0.39,Ideal,E,VVS1,60.8,58.0,1183,4.72,4.76,2.88
0.41,Very Good,G,IF,60.9,59.0,1197,4.8,4.85,2.94
1.08,Ideal,E,VS1,61.6,57.0,8674,6.58,6.61,4.06
0.62,Premium,H,VVS1,61.9,58.0,2232,5.49,5.46,3.39
1.24,Ideal,F,SI2,61.7,57.0,6111,6.91,6.86,4.25
1.0,Very Good,G,VS2,63.1,61.0,5806,6.38,6.33,4.01
0.34,Premium,F,SI2,63.0,58.0,574,4.47,4.45,2.81
1.02,Ideal,I,SI1,62.1,56.0,3713,6.44,6.39,3.98
1.2,Ideal,E,SI1,62.3,55.0,7074,6.78,6.84,4.24
0.25,Very Good,G,VVS1,61.8,56.0,525,4.03,4.06,2.5
0.52,Very Good,G,SI1,63.3,57.0,1338,5.11,5.08,3.22
1.51,Premium,J,VVS2,62.5,59.0,8770,7.29,7.34,4.57
0.31,Good,F,SI1,63.2,56.0,512,4.27,4.31,2.71
1.07,Good,F,I1,64.3,59.0,3354,6.37,6.42,4.11
0.38,Premium,G,VS1,60.6,58.0,833,4.64,4.67,2.82
0.53,Ideal,F,VS1,61.5,56.0,1856,5.26,5.22,3.22
0.53,Very Good,D,SI2,60.2,56.0,1307,5.23,5.26,3.16
1.5,Premium,E,SI2,60.1,60.0,9450,7.42,7.35,4.44
1.62,Ideal,F,VS2,61.2,57.0,18281,7.52,7.58,4.62
0.43,Ideal,D,VVS1,61.9,54.0,1754,4.83,4.87,3.0
1.7,Ideal,I,VS1,60.1,57.0,12099,7.8,7.77,4.68
0.51,Very Good,G,VVS2,62.9,57.0,1750,5.06,5.12,3.2
0.38,Premium,D,SI1,62.2,58.0,941,4.63,4.57,2.86
0.3,Good,H,VS1,63.2,58.0,491,4.22,4.26,2.68
0.34,Very Good,G,SI2,62.8,59.0,447,4.45,4.47,2.8
0.34,Very Good,G,VVS2,61.7,56.0,775,4.47,4.51,2.77
0.7,Very Good,F,I1,63.2,61.0,1736,5.57,5.48,3.49
0.76,Ideal,E,SI2,61.6,55.0,2680,5.87,5.92,3.63
0.4,Ideal,E,VVS1,61.5,56.0,1333,4.75,4.78,2.93
1.08,Premium,G,VS2,59.4,59.0,6532,6.75,6.68,3.99
1.53,Premium,F,SI1,58.5,59.0,11820,7.62,7.55,4.44
0.93,Premium,E,SI1,62.8,56.0,4739,6.26,6.2,3.91
0.71,Premium,F,SI2,62.1,60.0,2169,5.68,5.62,3.51
0.39,Ideal,F,VS1,62.5,57.0,895,4.66,4.69,2.92
0.7,Good,E,VS1,57.2,62.0,2782,5.81,5.77,3.31
0.39,Ideal,E,VVS1,60.4,56.0,1179,4.76,4.78,2.88
0.77,Ideal,E,SI2,62.4,56.0,2677,5.83,5.86,3.65
1.04,Ideal,F,SI2,62.1,57.0,4754,6.48,6.46,4.02
0.41,Premium,G,VS2,62.6,58.0,1061,4.74,4.71,2.96
0.33,Premium,G,VS2,62.6,58.0,579,4.41,4.44,2.77
0.76,Very Good,H,SI2,59.8,58.0,2418,5.94,5.96,3.56
0.52,Ideal,F,VVS2,61.5,55.0,2092,5.17,5.21,3.19
1.56,Ideal,F,SI1,61.2,57.0,11148,7.52,7.48,4.59
0.53,Ideal,E,SI1,61.2,54.0,1303,5.21,5.25,3.2
1.24,Premium,G,VS1,62.0,59.0,7800,6.92,6.88,4.28
0.71,Very Good,G,VS1,64.0,56.0,2630,5.65,5.67,3.62
1.6,Very Good,I,VS1,58.6,58.0,10824,7.66,7.72,4.51
1.72,Very Good,J,VS2,60.9,61.0,10477,7.77,7.79,4.74
0.25,Premium,E,VVS2,62.0,59.0,576,4.05,4.08,2.52
1.06,Premium,G,VS1,62.0,58.0,7130,6.56,6.51,4.05
0.9,Very Good,G,SI2,61.4,58.0,3489,6.16,6.21,3.8
1.06,Very Good,D,SI1,59.4,57.0,5713,6.65,6.72,3.97
0.41,Ideal,G,VS2,62.7,56.0,827,4.74,4.77,2.98
1.01,Premium,J,VS2,61.0,61.0,3722,6.28,6.22,3.81
0.93,Very Good,E,SI1,63.1,57.0,4531,6.19,6.17,3.9
1.1,Ideal,J,SI1,62.2,55.0,4275,6.62,6.65,4.13
1.01,Good,F,VS2,63.1,60.0,6159,6.29,6.39,4.0
1.0,Good,F,VS2,64.0,59.0,5864,6.29,6.25,4.03
0.63,Ideal,J,SI1,61.8,56.0,1565,5.47,5.52,3.39
0.58,Ideal,G,SI2,62.1,54.0,1213,5.36,5.39,3.34
0.35,Very Good,G,VS1,61.2,56.0,706,4.53,4.56,2.78
0.51,Good,E,SI1,57.4,62.0,1361,5.29,5.24,3.02
1.2,Very Good,J,SI2,61.8,56.0,4102,6.81,6.85,4.22
1.57,Very Good,H,SI2,58.6,62.0,9077,7.71,7.64,4.5
1.07,Ideal,G,VS2,61.9,55.0,7275,6.55,6.57,4.06
0.31,Ideal,H,VS2,61.9,55.0,628,4.38,4.35,2.7
1.05,Ideal,F,VS2,61.6,54.0,6810,6.54,6.58,4.04
0.4,Very Good,E,VVS2,60.3,59.0,1017,4.74,4.78,2.87
0.38,Ideal,F,IF,62.2,55.0,1333,4.64,4.66,2.89
0.33,Very Good,G,VS1,61.0,57.0,652,4.46,4.49,2.72
0.31,Very Good,F,VVS1,62.4,57.0,897,4.3,4.32,2.69
0.4,Very Good,D,VVS2,62.2,62.0,1010,4.68,4.71,2.92
0.9,Fair,G,SI1,64.5,57.0,3629,6.07,6.03,3.9
1.73,Very Good,H,VS2,61.7,56.0,12998,7.64,7.7,4.73
0.34,Ideal,E,VVS1,61.9,56.0,1084,4.51,4.47,2.78
0.91,Premium,H,VS2,61.9,59.0,4201,6.18,6.23,3.84
0.78,Premium,I,VS2,62.7,58.0,2646,5.89,5.82,3.68
0.3,Ideal,F,IF,61.7,56.0,873,4.31,4.35,2.67
1.21,Very Good,H,SI1,59.6,60.0,7203,6.93,6.94,4.13
0.9,Fair,F,SI1,66.0,57.0,3160,6.06,6.0,3.98
1.03,Premium,H,VS2,62.6,56.0,5364,6.43,6.38,4.01
1.23,Ideal,H,SI1,62.4,54.0,6617,6.83,6.89,4.28
0.9,Premium,F,SI2,61.4,58.0,3556,6.19,6.13,3.78
0.33,Good,E,SI1,63.1,56.0,540,4.42,4.45,2.8
0.77,Good,F,VS1,59.3,56.0,3393,5.98,6.03,3.56
0.43,Very Good,F,SI2,60.5,59.0,679,4.88,4.91,2.96
0.3,Ideal,E,VVS2,62.0,55.0,743,4.3,4.34,2.68
1.06,Ideal,G,VS1,61.7,57.0,8093,6.52,6.57,4.04
0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63
0.26,Ideal,F,VVS1,62.4,56.0,769,4.11,4.1,2.56
1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07
2.0,Fair,H,SI2,68.7,55.0,9549,7.9,7.67,5.35
0.9,Premium,F,SI2,58.5,60.0,2681,6.3,6.25,3.67
1.12,Ideal,F,VVS2,61.3,57.0,10764,6.67,6.7,4.1
0.76,Premium,J,SI1,58.4,59.0,1904,6.01,5.97,3.51
0.54,Good,F,VS1,63.7,55.0,2090,5.16,5.11,3.27
0.7,Good,H,VS2,59.1,65.0,2352,5.85,5.75,3.43
0.91,Very Good,H,VS1,60.0,58.0,4514,6.29,6.38,3.8
0.8,Premium,D,SI1,61.7,58.0,3312,5.96,5.93,3.67
1.09,Very Good,I,SI1,63.2,59.0,4639,6.54,6.5,4.12
1.01,Very Good,H,SI1,63.5,57.0,4659,6.31,6.35,4.02
0.3,Ideal,D,VS2,62.8,57.0,911,4.29,4.25,2.68
0.64,Good,J,SI2,64.7,54.0,1141,5.39,5.43,3.5
0.92,Premium,F,SI2,59.3,61.0,3864,6.36,6.29,3.75
1.06,Ideal,H,SI1,61.4,55.0,5194,6.62,6.58,4.05
1.26,Ideal,F,SI1,61.4,56.0,7824,6.99,6.93,4.27
0.31,Very Good,G,SI2,63.3,54.0,523,4.34,4.29,2.73
0.39,Ideal,E,VVS1,62.1,54.0,1183,4.67,4.7,2.91
0.25,Very Good,F,VS1,61.2,59.0,435,4.02,4.05,2.47
1.5,Ideal,I,VS2,60.0,61.0,9827,7.39,7.42,4.44
0.75,Ideal,G,VS1,62.3,57.0,2973,5.83,5.86,3.64
0.51,Ideal,F,VS1,61.8,54.0,1632,5.15,5.18,3.19
0.47,Ideal,G,VVS1,61.6,56.0,1421,4.99,5.05,3.09
0.7,Ideal,F,VS2,61.8,57.0,3011,5.67,5.75,3.53
0.78,Very Good,F,VS1,63.3,56.0,3563,5.84,5.89,3.71
0.83,Very Good,G,VS2,62.7,58.0,3195,5.97,6.03,3.76
0.33,Ideal,F,VS1,61.2,57.0,738,4.46,4.49,2.74
0.3,Good,H,SI1,63.4,60.0,432,4.23,4.25,2.69
0.35,Ideal,E,SI2,61.7,56.0,630,4.55,4.53,2.8
1.06,Ideal,F,VVS2,62.1,57.0,9118,6.54,6.5,4.05
0.7,Premium,E,SI1,60.7,58.0,2703,5.74,5.73,3.48
1.5,Very Good,J,I1,63.3,58.0,5141,7.27,7.23,4.59
